author_id,skin_tone,eye_color,skin_type,hair_color
12529792191,fair,green,combination,black
8377155524,lightMedium,brown,combination,brown
5024207845,light,green,combination,brown
32687373619,lightMedium,,dry,
35218286158,fairLight,brown,dry,brown
42532790481,light,blue,combination,blonde
33827100525,light,blue,combination,blonde
25863732540,,,dry,red
5648703145,fairLight,hazel,dry,blonde
2380321969,fair,blue,normal,blonde
2606425424,light,blue,combination,
2575478012,,hazel,combination,auburn
39060719160,fair,hazel,combination,brown
29127693589,lightMedium,brown,normal,brown
32873966229,tan,brown,oily,black
34047759853,light,brown,normal,
1736626932,fairLight,hazel,dry,brown
6157574061,mediumTan,brown,combination,brown
31968088387,light,green,dry,brown
23090837949,lightMedium,brown,combination,brown
32469488137,mediumTan,brown,combination,black
1327974782,medium,green,combination,
7134629572,,,,
5432163655,fairLight,blue,dry,brown
5155844571,,blue,dry,red
10399756301,light,hazel,normal,brunette
42798582041,tan,brown,combination,
35581153471,light,green,combination,brown
5786144819,lightMedium,hazel,combination,blonde
2264775680,deep,brown,oily,black
32808949703,fair,brown,dry,brown
44928588217,fair,hazel,combination,blonde
45161730256,,brown,normal,black
1131110081,light,green,combination,blonde
46494049712,medium,brown,dry,
39960277191,medium,brown,combination,brown
9795978249,lightMedium,brown,dry,brown
35496288199,light,brown,dry,brown
2086651790,,blue,dry,
2689134280,fair,brown,oily,brown
24705608929,fair,hazel,dry,brown
7243389960,light,gray,combination,brown
8976186948,lightMedium,brown,normal,blonde
26755035760,tan,brown,dry,brown
38635577586,lightMedium,brown,combination,brown
30250245432,fair,brown,combination,red
45147581735,,brown,oily,black
6594577171,light,hazel,combination,blonde
8997728013,,,,
9079557433,lightMedium,brown,combination,brown
5272486353,light,blue,combination,blonde
42212948649,,,,
11648850502,fair,blue,combination,brown
7022850506,mediumTan,green,combination,brown
1562112488,lightMedium,green,combination,brown
12321026443,light,blue,oily,brunette
22666038949,tan,brown,normal,black
39307020629,fairLight,blue,combination,blonde
44038052281,,,,
43782090780,mediumTan,brown,normal,brown
2724420747,light,brown,combination,brunette
5439839342,,brown,combination,
5978936871,light,green,dry,
45073617752,fair,blue,combination,blonde
2630292197,fair,brown,normal,brown
45145578387,lightMedium,green,dry,blonde
45113689688,fair,blue,normal,blonde
22835510427,fair,green,dry,red
37964060883,light,brown,dry,brown
42109713837,lightMedium,brown,normal,brown
32573848592,fair,hazel,combination,brown
1587264093,,,,
8153950494,lightMedium,brown,combination,red
34765906916,light,brown,dry,brown
21803455482,,,,
26520648972,porcelain,blue,dry,blonde
11929975366,light,brown,oily,brown
45001004050,notSureST,brown,combination,black
27278581592,light,green,combination,
8762245945,fair,blue,normal,
1686732013,fair,hazel,combination,auburn
1534108844,medium,hazel,combination,red
6541047336,,hazel,dry,red
27085363801,,blue,dry,blonde
29641587749,fair,blue,combination,blonde
1552661644,rich,brown,combination,brown
20530276423,,,,
31558453481,lightMedium,green,combination,brown
27654061345,,blue,normal,blonde
2155150632,lightMedium,hazel,normal,brown
9859462735,lightMedium,brown,combination,black
32676004692,,,,
8490246969,,blue,combination,red
23991694303,medium,brown,combination,brown
6740116696,lightMedium,brown,dry,auburn
34250756094,,brown,dry,black
44965695122,tan,hazel,combination,brown
42892410223,fair,green,dry,blonde
10789006450,,,,
7230854308,fair,brown,combination,brown
24028037189,fairLight,hazel,combination,blonde
29525773990,,brown,combination,black
35216559428,fair,blue,normal,blonde
43072396283,,,,
41767534485,light,blue,combination,brunette
26414665503,lightMedium,brown,combination,black
45651154923,fair,hazel,combination,black
45144804391,tan,green,,blonde
44662901322,fair,hazel,combination,red
1592784552,fair,hazel,combination,
43072399921,medium,brown,normal,gray
10723568935,mediumTan,brown,combination,black
33883477002,tan,brown,oily,auburn
45934040994,fair,blue,normal,brown
25452008734,fair,blue,dry,blonde
23667743502,mediumTan,brown,combination,brown
43715694124,mediumTan,brown,combination,brown
31971307994,medium,green,combination,blonde
27567610706,,green,dry,blonde
37185000132,fair,green,combination,blonde
44224433186,,,,
34792543547,,brown,combination,
5611115261,medium,brown,dry,brown
5136571474,fair,blue,combination,brown
39502946675,fair,blue,dry,blonde
35477549229,deep,brown,combination,black
20364779675,,brown,oily,
8695133468,,brown,dry,
44146381923,lightMedium,brown,combination,brown
1531383071,light,green,combination,brown
26210149146,fair,blue,normal,blonde
1345363916,fair,blue,oily,blonde
6559054173,fair,blue,oily,auburn
43811915453,lightMedium,brown,combination,brown
6581676165,light,blue,dry,auburn
951828966,,brown,combination,
29799818751,fair,blue,normal,
9668667103,fairLight,hazel,normal,brown
26912649736,light,hazel,oily,
32514062284,lightMedium,brown,dry,black
5557058052,light,blue,oily,blonde
40814061210,fair,blue,combination,red
26294282884,medium,brown,combination,auburn
7407723096,fair,hazel,combination,brown
6159269572,fair,brown,normal,brown
23909968929,,blue,combination,red
5123586979,,green,normal,
44997921568,,,,
24154344800,,brown,dry,
42197414097,,,,
29309580960,light,blue,oily,blonde
33022373537,fair,blue,combination,blonde
1852891984,light,blue,normal,blonde
23693917213,fair,green,combination,red
44901477557,fair,hazel,normal,blonde
29003156697,light,brown,normal,
28252370719,fair,brown,combination,black
30055652318,,brown,normal,blonde
30043870902,,,,
42836906563,,green,normal,
42926109878,fair,blue,dry,
6080659927,light,blue,combination,black
8768080339,light,brown,oily,blonde
42381941015,,,combination,blonde
22588380642,light,hazel,combination,
43046227221,fair,blue,oily,blonde
22318561179,fair,blue,combination,
22185223914,,,,
8059727741,medium,brown,dry,
6826968865,light,blue,dry,blonde
8139786994,,,,
23680042463,fair,brown,normal,black
44071230219,,brown,dry,black
6176093526,,brown,combination,
35459827191,light,brown,dry,
24154350952,deep,brown,normal,black
45179525165,,,,
5032933105,,,,
26725666838,,,,
22539667695,,,,
2658224989,,,,
7566311628,,,,
43971422353,,,,
43780094764,,,,
32635305573,,,,
39700768975,,,,
1529281662,,,,
27634717985,,,,
42182496838,,,,
37996143159,,,,
1130054306,,,,
8468256774,,,,
43607908053,,,,
39004571388,,,,
22493707664,,,,
32808402133,,,,
8278303906,,,,
40240745426,,,,
9771563631,,,,
2399734020,,,,
10601711503,,,,
34275598633,,,,
5131256828,,,,
37882857423,,,,
1326823953,,,,
2838449712,,,,
38202449435,,,,
2558610978,,,,
43713179440,,,,
42327341554,,,,
23325708456,,,,
34355184621,,,,
37070243572,,,,
9845696299,,,,
11889382510,,,,
1927729980,,,,
9774769301,,,,
9375872272,,,,
7035040756,,,,
24627937383,,,,
40342511077,,,,
2137090969,,,,
32641481575,light,hazel,oily,
9601326246,lightMedium,,combination,
9263700294,,hazel,oily,
43117527151,fair,brown,combination,black
45354238253,,hazel,normal,
34665166619,,,oily,
7580386399,light,brown,normal,black
6663325560,lightMedium,brown,combination,black
1618022652,,brown,combination,
33664340127,fair,,dry,
24564768303,light,brown,oily,black
927740417,light,blue,normal,blonde
29602950738,fair,hazel,dry,blonde
35608940795,,brown,combination,black
43085566241,,brown,combination,
8379354016,light,green,dry,gray
22924493553,fair,brown,combination,
40303375626,light,hazel,combination,
7265375040,,brown,combination,red
22269467754,,blue,combination,blonde
44282783924,,,,
6985028689,light,blue,combination,blonde
5365542732,,brown,combination,
5245803372,lightMedium,brown,combination,black
24634351246,,hazel,normal,red
12922007065,,brown,combination,black
42054816795,medium,brown,normal,brown
1111287937,light,brown,oily,blonde
2696932660,,brown,dry,
26144599988,light,blue,combination,blonde
7059357329,fair,hazel,dry,
1796832802,,brown,combination,red
10255886039,light,brown,normal,
5049431408,light,blue,combination,blonde
7052423388,light,blue,combination,blonde
23120633832,fair,hazel,dry,
5459436029,light,blue,oily,
42395575821,,green,normal,
10326024097,,brown,dry,black
12761992557,,brown,combination,black
22077516189,,,,
12092940714,tan,brown,combination,black
21276295066,fair,brown,combination,
35019840851,fair,hazel,dry,gray
27151280420,,brown,dry,
11338029483,tan,brown,oily,black
41999481036,light,brown,combination,auburn
34622752017,,brown,combination,
43968895457,lightMedium,brown,normal,
1786267331,fair,brown,combination,blonde
11175418773,,,,
44908578211,fair,blue,combination,
9431522169,,,,
43786332433,fair,hazel,normal,
23045312700,fair,blue,dry,red
9465104736,fair,blue,dry,
11323020969,light,green,dry,blonde
6561624172,,Grey,combination,
27698663302,,brown,dry,black
7910989360,lightMedium,brown,dry,black
2766084743,light,blue,combination,
1425130623,fair,blue,dry,blonde
21896410316,fair,brown,combination,blonde
5201173831,light,blue,combination,blonde
23226500183,light,blue,oily,blonde
7649562432,light,brown,combination,
43605898590,light,brown,combination,
1091211732,light,brown,normal,black
36258361394,fair,green,normal,
5587643242,,,,
1049955758,lightMedium,brown,dry,
32714853763,light,blue,oily,blonde
1400413709,lightMedium,brown,combination,black
34390071658,,,,
7736999281,light,blue,combination,blonde
34529094043,light,brown,normal,
6227787419,light,brown,dry,black
28059846717,,brown,combination,black
8447289955,tan,brown,combination,black
29704635891,,brown,combination,auburn
40456222979,lightMedium,green,normal,
1687657168,,brown,combination,black
1116802748,,,,
21791451026,,,,
30295978097,,hazel,normal,
11078485150,,blue,combination,
21670391534,fair,hazel,combination,red
22401026004,fair,green,combination,blonde
8059649388,,,,
11979813565,light,brown,combination,
22464429256,tan,brown,combination,black
21855918988,fair,blue,dry,blonde
2106915480,,brown,dry,
11345660316,lightMedium,hazel,combination,
12847246124,,,dry,
23724067181,fair,blue,dry,blonde
40769865604,,brown,combination,black
44108199464,,,combination,
2497653354,medium,brown,combination,black
11438636325,,brown,normal,
1825711768,,blue,dry,blonde
34318364250,fair,blue,dry,blonde
10707772545,,brown,combination,
25319883733,light,brown,dry,black
7698640745,,brown,combination,black
1317642562,light,blue,combination,blonde
12007023573,light,brown,combination,
1756330049,,brown,combination,
34688012129,,brown,combination,black
33209985695,fair,blue,combination,
1245370687,,green,oily,
43477326182,,hazel,normal,
2130032631,light,brown,combination,blonde
7470130705,light,blue,combination,blonde
8222953551,,green,normal,
23343118622,,,oily,
29710724260,,hazel,combination,blonde
42678487999,fair,brown,normal,black
43838742437,,,,
21415774764,,brown,combination,black
24845202849,fair,blue,dry,red
28338815738,light,hazel,combination,
22098084512,fair,blue,combination,blonde
7401093511,fair,blue,combination,
969965382,fair,brown,combination,
8109336735,lightMedium,brown,dry,black
28206708892,fair,hazel,normal,black
42019680468,,brown,normal,
37311664226,,,,
2079014272,light,hazel,combination,
20732446403,tan,brown,combination,black
11856623287,light,brown,oily,
9182323598,,,,
10315130920,light,brown,dry,black
1747378380,light,hazel,combination,auburn
2712171453,light,brown,dry,gray
31119756535,light,brown,normal,blonde
11868894140,fair,hazel,normal,auburn
10072396137,,brown,combination,black
12545744740,rich,brown,combination,black
21149176456,light,brown,combination,black
5378263432,,green,normal,
1568702843,medium,brown,dry,black
2804096151,,hazel,normal,
2308564521,fair,brown,dry,black
42873861629,fair,blue,normal,blonde
42223168154,lightMedium,blue,combination,blonde
22669187665,,brown,combination,black
1626163359,fair,blue,combination,blonde
1578741736,light,hazel,dry,
12952505034,lightMedium,brown,combination,black
20115002353,fair,blue,dry,blonde
1681754371,light,blue,combination,blonde
43175824679,,brown,normal,black
9794740821,,,,
8981018315,light,green,dry,blonde
6952476090,fair,hazel,dry,blonde
21739085934,,hazel,normal,
26425068194,fair,brown,combination,black
36882925097,,brown,combination,
1232217664,light,blue,dry,blonde
34626519425,fair,hazel,combination,
11782020678,,blue,normal,blonde
1954710258,,,,
1799582276,fair,blue,dry,black
6798894069,tan,brown,normal,black
1652925197,,brown,combination,black
20775381750,medium,brown,combination,black
21906110649,,blue,combination,blonde
5526949297,,,,
7201102321,tan,brown,combination,black
31848993542,,hazel,combination,
37041880560,,brown,combination,
11846921726,,brown,normal,black
9550523657,lightMedium,brown,combination,black
7037815108,,blue,combination,blonde
23709681499,light,blue,oily,blonde
25478868676,fair,blue,,black
5069912549,fair,blue,dry,blonde
39137084930,,,,
1297551206,light,blue,combination,blonde
41672152935,light,blue,combination,
5609356319,,green,oily,black
7779695150,tan,brown,combination,black
40200747762,light,brown,combination,
22553320163,fair,green,combination,blonde
956604850,light,brown,combination,black
35617337426,light,hazel,combination,black
12190452658,,brown,dry,black
30309007470,fair,blue,combination,
10463979478,,blue,dry,red
7093558495,lightMedium,brown,combination,auburn
1436047289,light,blue,oily,
2852498605,light,green,combination,
2028423059,light,hazel,normal,blonde
2708431391,,Grey,combination,
1541621639,fair,green,oily,blonde
10413154878,fair,blue,combination,blonde
22296666618,fair,hazel,dry,black
5192139258,fair,blue,combination,blonde
6225137650,,brown,combination,
1773506695,medium,brown,combination,black
1754411085,fair,green,dry,
5428423366,light,blue,combination,blonde
1410645140,light,green,combination,
6660392355,,brown,dry,
31279226969,,brown,dry,
39301299307,light,green,combination,blonde
7296946343,,,oily,red
9067976783,lightMedium,brown,combination,
2589463980,fair,hazel,combination,
2731689512,light,green,dry,blonde
1495771351,light,brown,combination,
39684120535,light,Grey,combination,
7745953997,,brown,dry,black
12803544574,medium,brown,combination,black
7874099655,,brown,combination,
20230364626,,hazel,normal,auburn
6259673167,fair,green,normal,blonde
25290377862,,brown,oily,black
7978395560,fair,,dry,
42601520571,light,brown,dry,
20650662246,fair,hazel,normal,
33005200922,,brown,oily,
1588092028,fair,hazel,combination,
35200213707,lightMedium,brown,combination,auburn
24368416205,,brown,combination,
24754433304,,,,
1551372009,fair,green,oily,black
26145150780,medium,blue,combination,blonde
25830370320,fair,blue,combination,
1656323198,light,green,combination,
42046973611,light,brown,combination,blonde
6696447743,light,hazel,combination,blonde
42273967567,fair,Grey,normal,blonde
6652204758,,brown,combination,
28631595942,,brown,combination,black
5139349625,fair,hazel,combination,
42464426540,,brown,combination,black
10601435850,light,brown,oily,
11868835540,light,hazel,normal,blonde
39694844502,,brown,dry,black
36282871994,fair,blue,dry,
27567139919,light,brown,oily,auburn
6859629458,,,,
1754391510,light,brown,normal,auburn
5595483978,light,hazel,combination,blonde
6438393957,light,green,combination,blonde
10648170881,medium,brown,oily,black
9609858561,,,,
30879244275,lightMedium,brown,oily,black
31472156124,light,green,normal,brown
12404702033,fair,brown,combination,brown
5922009874,fair,green,oily,
2684120283,fair,green,combination,brunette
8102438032,fair,brown,normal,blonde
20193047380,lightMedium,blue,combination,brown
8875345941,medium,brown,combination,black
23962380484,medium,brown,combination,black
5591745079,fair,blue,combination,blonde
31510300434,medium,brown,combination,black
33413491242,light,,combination,
22684280867,fair,blue,combination,blonde
36922821839,mediumTan,brown,combination,brown
12700584348,light,hazel,dry,brown
6467725783,light,blue,combination,auburn
32698543993,light,hazel,normal,brown
1508914445,light,green,oily,brown
21415388007,light,brown,oily,brunette
32573858785,fair,blue,combination,blonde
22406357481,fair,blue,combination,blonde
38168195063,light,hazel,normal,blonde
8904300842,lightMedium,brown,combination,brown
7910931681,fair,brown,combination,brown
10641325163,fair,hazel,combination,brown
40490908628,light,blue,combination,blonde
12053970507,medium,brown,combination,brown
1777485371,lightMedium,green,dry,brown
32720531887,mediumTan,brown,combination,black
7168681054,fair,green,combination,black
7698472706,lightMedium,brown,dry,black
2837265394,light,blue,combination,blonde
36541758202,tan,brown,dry,brown
24297636694,fair,blue,combination,blonde
26568027198,lightMedium,brown,dry,brown
25922793198,medium,brown,oily,brown
41426910948,fair,blue,dry,blonde
32501304794,medium,brown,combination,red
24493091114,porcelain,blue,combination,brunette
6005401304,lightMedium,brown,oily,black
35100130344,lightMedium,brown,combination,brown
12782550798,lightMedium,brown,normal,black
2673774551,lightMedium,brown,combination,black
6175182318,fair,blue,oily,brown
11540547800,lightMedium,brown,combination,brown
28274349783,lightMedium,brown,combination,black
6629376443,lightMedium,brown,combination,black
27531603571,light,green,combination,brown
5911814661,fair,hazel,combination,auburn
39795501423,fairLight,,normal,blonde
27250595495,lightMedium,brown,combination,black
11871118777,light,hazel,oily,brunette
5228852419,fair,brown,oily,brown
25024174022,fair,hazel,combination,black
9909948807,fair,hazel,combination,brown
2357045855,fair,brown,dry,brown
33364675950,light,blue,normal,red
21223301097,lightMedium,blue,combination,blonde
9794752335,fairLight,blue,dry,brown
9160329896,lightMedium,brown,normal,brown
7561603738,light,brown,normal,brown
6122577826,deep,brown,oily,brown
36847249253,lightMedium,brown,normal,brown
33007160892,tan,brown,combination,black
10537566976,light,brown,combination,brunette
29645397338,light,blue,oily,brown
32990730042,medium,brown,combination,black
25940897768,fairLight,brown,normal,brown
34202438588,lightMedium,brown,normal,black
7457001656,fair,blue,combination,brunette
5086845963,medium,brown,combination,black
36969476605,mediumTan,brown,combination,brown
8926549452,lightMedium,brown,oily,black
11754067202,fairLight,brown,dry,brown
28135399415,lightMedium,blue,dry,blonde
38032143067,lightMedium,brown,combination,brown
1714300974,deep,brown,oily,brown
37435607821,medium,brown,combination,black
1623914072,lightMedium,brown,dry,brown
24330447346,tan,brown,normal,black
40203769496,light,green,dry,red
27016403603,fair,blue,dry,brown
37556735198,lightMedium,brown,combination,brown
6188421307,light,brown,oily,brown
21258260960,light,brown,dry,brown
2291292547,light,blue,normal,brown
26733267177,fair,green,combination,brown
5524575681,light,brown,combination,blonde
8714171852,light,brown,normal,brown
1461452677,light,green,oily,brown
8250808870,fairLight,hazel,combination,brown
29594925176,lightMedium,brown,combination,brown
7814128293,fair,hazel,combination,blonde
9035048639,lightMedium,brown,oily,brown
5421032106,fairLight,blue,combination,auburn
1071094431,mediumTan,brown,dry,black
8401263210,,,,
35356909977,fair,blue,combination,blonde
8180461101,lightMedium,brown,combination,black
36708312991,mediumTan,hazel,combination,brown
28863561067,fairLight,hazel,combination,brown
7715752863,lightMedium,hazel,combination,blonde
40032751901,fair,hazel,combination,brown
1772904666,mediumTan,green,normal,brown
6146299099,medium,brown,combination,black
21399863760,tan,brown,combination,black
30614928241,medium,brown,normal,brown
11091851036,light,hazel,dry,brown
33929737377,fair,blue,dry,brown
1770131806,light,brown,combination,gray
30889697624,lightMedium,brown,combination,brown
1755071278,lightMedium,blue,normal,blonde
7669788218,fairLight,hazel,combination,blonde
33414368806,fair,blue,normal,brown
5431635083,lightMedium,brown,dry,brown
1798230753,fair,green,oily,blonde
8423382130,tan,brown,oily,
40461743460,tan,brown,combination,
40028626300,lightMedium,brown,dry,brown
6139274476,,,,
2074011542,fair,brown,oily,brown
5412479336,fair,blue,combination,blonde
21999463565,light,brown,normal,black
23186240090,mediumTan,hazel,normal,brown
7801400354,light,brown,normal,black
7554717454,lightMedium,hazel,normal,brown
1715671130,fair,brown,combination,brown
5959474925,fair,blue,oily,blonde
30196998571,medium,brown,oily,black
28202534907,lightMedium,brown,combination,brown
33490593185,fairLight,hazel,normal,brown
24814386488,light,,combination,
1583150353,fair,brown,dry,blonde
11101783889,light,blue,combination,brown
22348867691,lightMedium,brown,normal,brown
26122893829,lightMedium,hazel,combination,blonde
36171023959,light,brown,combination,brown
8298206048,light,brown,oily,brown
22509896489,light,green,combination,brown
25447865908,,,,
28229783428,fair,brown,dry,brown
1189027259,lightMedium,hazel,combination,blonde
22084186855,light,brown,combination,black
31045956796,fair,blue,normal,red
1345487287,fair,blue,normal,red
32857963220,lightMedium,brown,combination,black
39450709188,lightMedium,blue,normal,brown
38235075365,fairLight,brown,normal,black
5126857290,light,brown,dry,brown
33945640247,lightMedium,blue,normal,blonde
20106114993,,,,
25490074467,lightMedium,brown,dry,black
11508443146,light,blue,dry,blonde
38544608246,fair,brown,dry,brown
23601453725,fair,hazel,dry,black
1289542272,lightMedium,blue,combination,blonde
25732719923,lightMedium,hazel,normal,blonde
23001978797,lightMedium,,dry,
2412214005,fairLight,blue,dry,brown
7676640678,fair,green,combination,brown
35753914083,fair,hazel,combination,brown
9292379724,light,blue,combination,blonde
7694380457,tan,brown,combination,brown
1588764407,medium,brown,normal,brown
26877701275,mediumTan,brown,dry,black
5158673085,light,brown,combination,brown
6291749784,fairLight,blue,combination,blonde
2279058872,light,brown,combination,brown
7479817530,deep,brown,normal,black
37450483282,light,green,combination,
9234685730,fairLight,green,normal,brown
6359593540,lightMedium,brown,oily,black
5879461891,fair,green,oily,red
6147967350,fair,hazel,oily,blonde
7478228287,lightMedium,hazel,combination,brown
38044253696,light,brown,combination,brown
23578179123,fair,blue,combination,blonde
20670421148,,,,
24432219044,lightMedium,brown,combination,brown
36361616183,fair,brown,dry,brown
34939865067,fair,hazel,normal,brown
7654551512,light,brown,combination,brown
30875623143,fair,green,oily,brown
8034799428,fair,green,oily,brown
36064089198,lightMedium,blue,combination,blonde
22872148442,fair,hazel,dry,blonde
1051703480,mediumTan,brown,dry,brown
22531848397,lightMedium,brown,normal,brown
34723235130,fair,blue,combination,blonde
7926761773,fair,green,combination,blonde
39066287603,fairLight,green,normal,red
35898238477,fair,hazel,dry,blonde
5225959625,lightMedium,brown,combination,blonde
1243170320,light,green,normal,blonde
1688150239,fair,brown,combination,black
28561848995,fair,brown,combination,brown
5369278287,lightMedium,brown,combination,black
26040162013,fair,blue,combination,blonde
22934451719,medium,brown,oily,black
1116535199,lightMedium,brown,dry,brown
11323440467,fair,blue,combination,blonde
38992897284,fairLight,brown,dry,brown
5314961556,fair,green,,
27448782021,mediumTan,brown,combination,brown
2741963744,light,hazel,combination,brown
10977321134,lightMedium,blue,oily,blonde
7199205494,mediumTan,brown,dry,black
39477809018,lightMedium,brown,dry,brown
2628704089,tan,brown,combination,brown
7844534877,mediumTan,brown,dry,brown
21428574685,fairLight,blue,normal,blonde
2790422977,fair,blue,normal,brown
